config_id,method,trial,params,fitness,tournament_score,head_to_head_score,runtime,memory,bit_string
34,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",555.49,0.1043,21,1001100111110001100
34,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",540.74,0.0417,21,11001000110111101000
35,simulated_annealing,0,"{'numRestarts': 5, 'temperature': 0.45}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",580.46,0.04503,21,10101111100010010000
35,simulated_annealing,1,"{'numRestarts': 5, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",594.03,0.045,21,1001100010101100
35,simulated_annealing,2,"{'numRestarts': 5, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",565.34,0.04521,21,1100100001101000
35,simulated_annealing,3,"{'numRestarts': 5, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",565.81,0.04477,21,11001010101010001100
35,simulated_annealing,4,"{'numRestarts': 5, 'temperature': 0.45}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",546.15,0.04436,21,1101101100100110000
36,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.15}",326,"[512, 610, 632, 684, 668, 632, 552, 652]",524.69,0.00295,85,1011100101110110111001111001111101011110000101010110111010100111111110000010110110110
36,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.15}",351,"[560, 690, 684, 716, 722, 684, 550, 702]",528.94,0.00292,85,1001110011111010000010010100011011011110001001100000110011101000111000011010011010
36,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.15}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",541.76,0.00305,85,110010110100101111000001001001100110111000001110010010001110110100110000100111001100
36,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.15}",321,"[548, 640, 674, 698, 672, 674, 556, 642]",476.85,0.00304,85,11100111100110011010101111010111010100010000110000000000010100001011000100010101110
36,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.15}",309,"[524, 590, 644, 682, 668, 644, 538, 618]",441.61,0.00303,85,1110111011100011000000000100110101110110001110010000111010001110110100010010011011101
37,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.2}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",541.71,0.0047,85,11010001101111001001111001111001001010000000101110110001101111011001001011110110000
37,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.2}",354,"[536, 690, 684, 716, 722, 684, 564, 708]",553.51,0.00481,85,1000010011011001001010001111011111010010011011111000011101010100111000000101011000
37,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.2}",327,"[524, 650, 656, 708, 682, 656, 566, 654]",523.37,0.00498,85,10001110111111010011001110110000001100011101100101010001000011010011111000000111111
37,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",550.47,0.00473,85,110000111000010011001100101010001000000000111111001011111001111100110010011001101100
37,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",575.74,0.00483,85,10001110000001010001110011111100010100001111011000010101110100101001010001101111000
38,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.25}",359,"[512, 690, 684, 716, 722, 684, 550, 718]",576.94,0.00661,85,1000101110110111001000100111001011000100011001010000000000100010000011100010110110
38,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",575.43,0.00665,85,10000010011011011001000010110100001011010111100110011101000100000011111101101011000
38,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.25}",346,"[512, 630, 686, 698, 682, 676, 548, 692]",510.9,0.00688,85,1000011101011011101000000110000011100010110010110011110001101000011010110111000101
38,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.25}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",552.59,0.00634,85,101000001100101100001111010110011111000111111110111000001110100110101110000110001100
38,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",596.31,0.00649,85,11110000011111001011100011100101001000111010000001110000101001110010001110110000
39,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",580.48,0.00748,85,110010101000001111001010111010101101110001011111000000010010111111001001011010001100
39,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",540.59,0.00762,85,11011001001111001101011110001010101111101101110010001001110111110100001111000000
39,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",560.33,0.0076,85,10010110000010110001101001011110101101100001101011010010011001001100101011111101100
39,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",521.78,0.0076,85,100001111011110011001010100010000011010110011000111001010101011011111110101111110000
39,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.3}",312,"[512, 590, 632, 682, 666, 632, 550, 624]",493.46,0.00805,85,1010100010000100010111001111111000010110100100100111111101100010100011011111101101000
40,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.35}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",566.52,0.00877,85,111001001101000101001101111011001011110001011101111011000011110110010101101111000100
40,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",582.86,0.00894,85,1010001000001000101111000011101101010111100000101000000101010001011110100100101110
40,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.35}",353,"[572, 690, 684, 716, 722, 684, 574, 706]",547.74,0.00881,85,10001010010001011000010101100110011011001001011111100010110010011111001100100001100
40,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",557.38,0.00855,85,10011111011011010001010111011100100010011101111110110001000000000010001111101111000
40,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.35}",324,"[548, 630, 650, 686, 678, 650, 556, 648]",437.26,0.00904,85,101110001001011101110000111000010110101000011100110011110111000000010010000110111010
41,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.4}",326,"[524, 590, 644, 698, 672, 644, 550, 652]",515.22,0.00996,85,1010100110010000100111100101110000110101110111100000100101000000000001111110110111110
41,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.4}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",556.44,0.00978,85,11001001001011110001110111011001011010100000011000110111100100101001011001011100000
41,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",572.96,0.00976,85,1011111001111001011000010011011101101011001001000000000000001010011011010101000
41,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",589.26,0.0098,85,101011001001010101101000100010010111000101111001100000100000000000111000000110111110
41,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.4}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",589.19,0.00963,85,1001101001000001001100010010000010000100010100011110001111100010001000100001011000
42,simulated_annealing,0,"{'numRestarts': 1, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",550.52,0.01018,85,110001001110011010001101101011101101100001001110011111011110000011110110101111110100
42,simulated_annealing,1,"{'numRestarts': 1, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",548.39,0.0105,85,11000011001110000001001110010111010110010000101111011100111100001111100101011111110
42,simulated_annealing,2,"{'numRestarts': 1, 'temperature': 0.45}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",536.06,0.01024,85,1000101001011101001001101011011100111000001001110100011110010101000010001100110100
42,simulated_annealing,3,"{'numRestarts': 1, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",562.07,0.01026,85,110011100111100010001011000011111001111110011100010011101000000001011100101110000100
42,simulated_annealing,4,"{'numRestarts': 1, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",560.01,0.0103,85,10010110101111110001100000110111000110110011011110000010001001101101011010010010100
43,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.15}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",565.63,0.00573,85,100010110010100111000001110111000001100011101110110110111101110001001111111001000000
43,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.15}",352,"[548, 690, 684, 716, 722, 684, 548, 704]",540.86,0.00573,85,1010111000011100100110100100101101110110001111000110111011011010110111011111111110
43,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.15}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",555.12,0.00573,85,111010111000100100001000100010001101000000100011001001000101101110001110011000011000
43,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.15}",353,"[572, 690, 684, 716, 722, 684, 574, 706]",559.06,0.00569,85,110000010010101001001000111101010011001100100100101100000000101101101011100011111000
43,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.15}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",564.59,0.00567,85,100000101010110111001111011010100000100111101111011011011011101010011111000101111000
44,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.2}",357,"[524, 690, 684, 716, 722, 684, 566, 714]",568.71,0.0098,85,1110001010101111010111010010100001001100100011111001001010110011100110101010
44,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.2}",355,"[560, 690, 684, 716, 722, 684, 574, 710]",552.63,0.00953,85,100010001000011010000111111011101010000110101111011101110010001110110111111011001000
44,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.2}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",567.97,0.00961,85,101011001101111111101100100111101001100101000001010011101001000010011011000100111110
44,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",565.5,0.00951,85,100011100000111111001001111011101010010100101001110010010111101000111101101110000000
44,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.2}",360,"[512, 690, 684, 716, 722, 684, 552, 720]",562.76,0.00949,85,11000001100011000001011001010001010110110101101000101100011110101111100010011110000
45,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.25}",330,"[524, 620, 644, 694, 668, 644, 568, 660]",529.74,0.01294,85,1001100011001000110001110011110111000001001111010000011000111000010011111010010010000
45,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.25}",358,"[524, 690, 684, 716, 722, 684, 552, 716]",562.32,0.01303,85,11001100100001011001001000011000011110100110010000110110011110100110101111111010010
45,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",564.81,0.01246,85,10011001010001110001011101011110101000100011110110001010100001011100100000010010000
45,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",592.37,0.01284,85,10110100011011001001101110100010000110001000111010111100110100000100101000001000
45,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",581.89,0.01279,85,10111101101111001010011011010010010100101010010110100000110110010001111011001000
46,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",574.29,0.01531,85,110010010000001010001000001010101111111001101000000111111100000100101101011111101100
46,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.3}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",548.28,0.01527,85,1001001100101001101000111110010111110100000010100111010001101011111101011110100000
46,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",572.48,0.01519,85,11111101001110001010110011101001011100101100001110011001010110100001110111011000
46,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",553.7,0.01516,85,110010101110011011001010100011111011110010011010010100001011001010001111011101111000
46,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",559.73,0.01545,85,101010101101001111001100111011101110100001100000000010110010010010111110000010100110
47,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",545.35,0.01754,85,10001001010101110001111001110011001110001101100000001101010001000101000000111101000
47,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",583.68,0.01709,85,110011110110010110001101011111100001110010111101100001011000010101111001011101100000
47,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",581.23,0.01682,85,10000110010010111001101010110100010000000111001110110110001001011000101100110010100
47,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",527.49,0.01735,85,111001001101111110001101001010000000101111010111011010010111110011000000000100011110
47,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",576.04,0.01699,85,11001011100101001101000110011011110111000010011110010000111000001000010100010000110
48,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",596.49,0.0197,85,1010001111110001101010011010011110101001000111111010110110110001101011011001100
48,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",567.36,0.01912,85,11001111100011000101011011010101010001110010110101001110010100001111101100100100110
48,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",575.8,0.01915,85,10000000001011111001000000010000101101111011000110011010000111111100011101101010100
48,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",558.57,0.01877,85,10010101100100111001010011110110000100001011111101111000010011000001100010111110100
48,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",554.24,0.02002,85,10000100001011001101101011110000110000011010110111010100011010011010000010101100
49,simulated_annealing,0,"{'numRestarts': 2, 'temperature': 0.45}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",533.88,0.0207,85,1011101100100001101011110010111110011101100001011001011111000101010111100100000100
49,simulated_annealing,1,"{'numRestarts': 2, 'temperature': 0.45}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",542.15,0.02072,85,101001011001101111001000010011001011010001110001001001000110110100000011100010110000
49,simulated_annealing,2,"{'numRestarts': 2, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",569.0,0.02078,85,110000110011011011001101001011101011001000001010100000101111011000001010010010111000
49,simulated_annealing,3,"{'numRestarts': 2, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",554.18,0.02049,85,100011100101100011001000001110010100110100101110000011011101010101100111010110111100
49,simulated_annealing,4,"{'numRestarts': 2, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",564.72,0.02113,85,110000110011001010110110100101101111101100111101001001101110110001011011111000
50,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.15}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",564.94,0.00834,85,110011001100111011001001001111000010111000101001000111011010111011010110111010010100
50,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.15}",360,"[524, 690, 684, 716, 722, 684, 556, 720]",557.54,0.00918,85,110010110110101111001000101011101111100000111000100010100111010000101100010101011010
50,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.15}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",570.99,0.00873,85,1001011111011000010110101101111100001111001000011011110111000111010010101111000
50,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.15}",351,"[584, 690, 684, 716, 722, 684, 574, 702]",569.66,0.00928,85,100010101010100111001010100111100011100101100010111111111011011101011110100111111100
50,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.15}",355,"[536, 690, 684, 716, 722, 684, 566, 710]",568.58,0.00898,85,110001011101111101101010101010011000100110011000000000111000100110110101000010010000
51,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",582.57,0.01455,85,10001100100011010001001001010001101001000011111011011010101010000100001001001100100
51,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",586.04,0.01497,85,10101110100111001010111010000001001010111101110011010001110101001000110111010000
51,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.2}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",573.71,0.01469,85,101000111100011101001000000110101111101100100011011000101000110010010100100011011110
51,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",567.68,0.01456,85,10110100101111001100110111001101100111001100010010010100011000101100001101101100
51,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",582.06,0.01437,85,10011000001010111001110010110101001101101101111110011110000010011110110000101001000
52,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",565.61,0.01901,85,11100010001111001101111010110011000010101000110111111011010111010110001011010000
52,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",583.19,0.01888,85,100010101001011010001001000110011000000101111111100001100100101111000111011010010100
52,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",569.61,0.01867,85,10000010110001110001010011011001111110011001000111011100100011011010001001110100100
52,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.25}",358,"[524, 690, 684, 716, 722, 684, 552, 716]",550.7,0.019,85,110000001110100111101101010111111011001010001011110111101010100111100001111101010110
52,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.25}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",563.61,0.01881,85,11000111100100011001011101010111011001110001001101011000011000010010010000100010000
53,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",555.58,0.02276,85,11001011100110011001100111010001110100100000100010011001001010001010011001010011110
53,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",585.58,0.02293,85,11101011000010001010011111100011110000111110000011101001000111100110111100110000
53,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",563.83,0.02276,85,1001000000010001110000010110010100110011111010001000111110110110011101001010100
53,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",594.24,0.02325,85,110000110001010111001100100010100010000110001000011110000100011100001110010001111100
53,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",556.43,0.02305,85,101000001000001010101101101011010100101000101010001001010101110010110101100010100010
54,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",550.69,0.02615,85,10000011111101110001110001111111010101010001011111001111000000001110000010001000000
54,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",569.71,0.02633,85,101011001100100001001101100111011000100100011111110010110101110010111001100101000110
54,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",578.39,0.05526,85,11010101100110000001001010010110000001101101011000001101000000000100100001101001110
54,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",566.62,0.02624,85,1001101100010100001100000010011100101100110011011011011101110000101000000101101010
54,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",581.36,0.02636,85,111000011100011100101000011011101010100001011110101001111111100001001010000010101010
55,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",585.51,0.02848,85,110000100111011110001100100010110110110011001110101100110010011010110110010010111100
55,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",534.76,0.02894,85,1011111000001001001101111110010110010110101110110011100000010000011110001010110010
55,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",555.92,0.02894,85,11011101100101111101110010011011101111010000110001001010111010001110100001000011010
55,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.4}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",582.22,0.02883,85,110010000101001010001000001011001001101101111011001101110011111100100100100011110000
55,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.4}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",547.79,0.02888,85,111011001000100011101001110010100110111000011000000000001000010001010100001000000110
56,simulated_annealing,0,"{'numRestarts': 3, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",581.38,0.03116,85,10000011110001111001110001010010001011000001001011011010001100101010110100010100100
56,simulated_annealing,1,"{'numRestarts': 3, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",569.11,0.03101,85,100011001010100110001001111010000100001111001010110111011000110001000010110111001100
56,simulated_annealing,2,"{'numRestarts': 3, 'temperature': 0.45}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",583.13,0.03175,85,10010101011001011001100111011111110001000101000100111100000001011101110001100001000
56,simulated_annealing,3,"{'numRestarts': 3, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",558.64,0.03212,85,11000011001011100101100100010011100001010111001101010001001100010110111001011100110
56,simulated_annealing,4,"{'numRestarts': 3, 'temperature': 0.45}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",560.09,0.03126,85,101001011000010100101000101010101011010100101010110000101011100010010010100011111010
57,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.15}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",534.79,0.01149,85,110001101101011010001110110011110101000100001000011010101101100000100111110100101100
57,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.15}",357,"[548, 690, 684, 716, 722, 684, 574, 714]",553.3,0.01209,85,100001101110101011000110001001101001111100111100010011101100010000001010101000110000
57,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.15}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",577.16,0.013,85,110010101010110010001111000011100110100001111110000110011101100101000000101010110000
57,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.15}",355,"[548, 690, 684, 716, 722, 684, 570, 710]",546.46,0.01174,85,111000101100100110100001000000100111110011010101100110001000100100011011100000011000
57,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.15}",357,"[524, 690, 684, 716, 722, 684, 550, 714]",541.36,0.01187,85,110011010110000011101101110011000101110101001000111001100010000010101111101000011010
58,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.2}",358,"[512, 690, 684, 716, 722, 684, 548, 716]",559.32,0.01978,85,1001011001101011001111000010100001010000011110110111000001101010001010101111010110
58,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.2}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",582.44,0.01935,85,100011011010010011001010101111001100100110111011110010101000110111100001111010001000
58,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.2}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",581.44,0.01971,85,11000001100001011101011000111101110111001011110010010100010110010001001101100011000
58,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.2}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",603.9,0.01927,85,101010101100101110001100011011001010000110101001110100111110100110011101000101011100
58,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.2}",326,"[548, 640, 656, 694, 678, 656, 562, 652]",467.52,0.02,85,110000001000001110010110011010110100111110011110000010011101000100111010110111000010
59,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.25}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",566.29,0.02583,85,1011001100110011001110010111100001000001100001101001111100000010011000001110010110
59,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.25}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",557.46,0.02659,85,101011001101101011001001111010001100001000111011001010010001010001101101101101101010
59,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.25}",360,"[524, 690, 684, 716, 722, 684, 556, 720]",581.96,0.02614,85,100011011011000011001000001011011011010010001010010001100001010011010111110000111110
59,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.25}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",570.62,0.02533,85,110001100110100111001010100111000000001100011110010111110010110101110001010111011100
59,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.25}",359,"[536, 690, 684, 716, 722, 684, 574, 718]",543.11,0.02596,85,10011001101000111001000100111111010101011110110100111111101100111101001011110001000
60,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.3}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",608.31,0.03094,85,111011001101100110001111010010000011111101001000001111000101110000011100000010000100
60,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.3}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",581.12,0.02984,85,11010001001010000101000010010110111100001111111001110011101100111110111000100001100
60,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.3}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",595.6,0.03049,85,111001001101111011001111011110001001000011100011101000110101100100101000000011101100
60,simulated_annealing,3,"{'numRestarts': 4, 'temperature': 0.3}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",571.01,0.03054,85,1001011001000010101000100111001111111110111001111010011010110011000011100100110010
60,simulated_annealing,4,"{'numRestarts': 4, 'temperature': 0.3}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",569.77,0.02988,85,110010100010101011001110001011001010110000111000010011111010100110010111100001100000
61,simulated_annealing,0,"{'numRestarts': 4, 'temperature': 0.35}",361,"[512, 690, 684, 716, 722, 684, 570, 722]",554.14,0.03544,85,111011001000001010101011101011011011101011001111100010011110000000111000000011101000
61,simulated_annealing,1,"{'numRestarts': 4, 'temperature': 0.35}",361,"[524, 690, 684, 716, 722, 684, 574, 722]",580.73,0.03519,85,11101111001011001100011011100010010101001101111110011001100100000011111000110100
61,simulated_annealing,2,"{'numRestarts': 4, 'temperature': 0.35}",362,"[512, 690, 684, 716, 722, 684, 556, 724]",555.55,0.03514,85,11010101001010110101110011110001100101001110100010010111010000001101010100000010110
